state,account length,area code,international plan,voice mail plan,number vmail messages,total day calls,total day charge,total eve calls,total eve charge,total night calls,total night charge,total intl calls,total intl charge,number customer service calls,move
8,0.16942148760330578,0.06862745098039216,0,1,0.5961538461538461,0.6121212121212121,0.4859437751004016,0.611764705882353,0.6418634746036881,0.6914285714285714,0.44119302194710186,0.15,0.55,0.2222222222222222,0
35,0.2809917355371901,0.06862745098039216,0,0,0.0,0.6727272727272727,0.6519410977242303,0.611764705882353,0.4545454545454546,0.45714285714285713,0.5953854811480023,0.25,0.25925925925925924,0.1111111111111111,0
37,0.4793388429752066,0.06862745098039216,0,1,0.7307692307692307,0.5696969696969697,0.7376171352074966,0.4176470588235294,0.675509543836946,0.7142857142857143,0.6820483961733258,0.05,0.4592592592592592,0.3333333333333333,0
29,0.30991735537190085,0.06862745098039216,0,1,0.7884615384615384,0.6666666666666666,0.60475234270415,0.5705882352941176,0.4749272080232934,0.44571428571428573,0.4715813168261115,0.25,0.5055555555555555,0.0,0
13,0.29338842975206614,0.06862745098039216,1,0,0.0,0.6666666666666666,0.28731593038821956,0.4117647058823529,0.6599805888062116,0.6,0.8446820483961733,0.3,0.5555555555555555,0.0,0
50,0.47107438016528924,0.06862745098039216,1,1,0.11538461538461539,0.7575757575757576,0.3985943775100402,0.5882352941176471,0.43416370106761565,0.5485714285714286,0.6314012380416433,0.15,0.5055555555555555,0.1111111111111111,0
20,0.2768595041322314,0.0,0,0,0.0,0.6424242424242425,0.42787817938420347,0.7705882352941177,0.5473956648333873,0.5885714285714285,0.27799662352279125,0.15,0.6148148148148147,0.3333333333333333,0
50,0.24380165289256198,1.0,1,1,0.7115384615384616,0.7575757575757576,0.5401606425702812,0.6294117647058823,0.3034616628922679,0.6571428571428571,0.5334833989870569,0.25,0.4555555555555555,0.3333333333333333,0
3,0.39669421487603307,0.06862745098039216,0,0,0.0,0.4484848484848485,0.28681392235609104,0.5176470588235295,0.642834034293109,0.4514285714285714,0.5284186831738886,0.15,0.6296296296296295,0.2222222222222222,0
12,0.3760330578512397,0.06862745098039216,0,0,0.0,0.793939393939394,0.392904953145917,0.7529411764705882,0.48301520543513426,0.68,0.4879009566685425,0.15,0.5,0.3333333333333333,0
46,0.731404958677686,1.0,0,0,0.0,0.6787878787878788,0.5112115127175368,0.5352941176470588,0.7605952766095115,0.5771428571428572,0.42993809791783905,0.35,0.5055555555555555,0.3333333333333333,0
16,0.3677685950413223,0.06862745098039216,0,1,0.5769230769230769,0.6303030303030303,0.5441767068273093,0.6411764705882353,0.7068909737948884,0.5085714285714286,0.4501969611705121,0.05,0.55,0.1111111111111111,0
25,0.29338842975206614,1.0,0,0,0.0,0.46060606060606063,0.4787483266398929,0.7411764705882353,0.5839534131349078,0.7542857142857143,0.5070343275182893,0.15,0.6,0.2222222222222222,0
4,0.2975206611570248,0.06862745098039216,0,0,0.0,0.6848484848484848,0.3913989290495315,0.4411764705882353,0.4940148819152378,0.4057142857142857,0.43781654473832304,0.1,0.5351851851851852,0.1111111111111111,0
35,0.2190082644628099,0.06862745098039216,0,0,0.0,0.7393939393939394,0.7265729585006694,0.5117647058823529,0.06146878032999029,0.4114285714285714,0.3866066404051773,0.3,0.5555555555555555,0.0,0
29,0.6611570247933884,0.06862745098039216,0,0,0.0,0.7575757575757576,0.47272423025435073,0.4588235294117647,0.7683597541248787,0.4857142857142857,0.45863815419245924,0.3,0.6703703703703704,0.1111111111111111,0
4,0.512396694214876,1.0,1,0,0.0,0.6787878787878788,0.45147255689424365,0.7411764705882353,0.42801682303461663,0.6285714285714286,0.6229600450196962,0.05,0.4148148148148148,0.2222222222222222,1
37,0.7975206611570248,0.06862745098039216,0,0,0.0,0.46060606060606063,0.734772423025435,0.5176470588235295,0.8414752507279198,0.6057142857142858,0.6122678671918965,0.2,0.6796296296296296,0.1111111111111111,1
26,0.2809917355371901,1.0,0,1,0.7692307692307693,0.6424242424242425,0.21904283801874164,0.5529411764705883,0.44451633775477195,0.4685714285714286,0.477771525042206,0.3,0.6259259259259259,0.1111111111111111,0
48,0.5785123966942148,0.06862745098039216,0,1,0.6346153846153846,0.7696969696969697,0.47908299866131193,0.6235294117647059,0.5088967971530249,0.44571428571428573,0.5571187394485088,0.2,0.55,0.2222222222222222,0
41,0.40082644628099173,0.06862745098039216,0,0,0.0,0.3939393939393939,0.8738286479250335,0.5705882352941176,0.3811064380459398,0.5657142857142857,0.9662352279122117,0.2,0.5092592592592592,0.2222222222222222,1
35,0.45041322314049587,1.0,0,0,0.0,0.5515151515151515,0.49949799196787154,0.7470588235294118,0.6502749919120027,0.6514285714285715,0.4935284186831739,0.4,0.47592592592592586,0.0,0
21,0.28512396694214875,0.06862745098039216,0,0,0.0,0.2909090909090909,0.481091030789826,0.36470588235294116,0.6043351666127467,0.6,0.4901519414743951,0.4,0.5351851851851852,0.3333333333333333,0
32,0.29338842975206614,0.06862745098039216,0,0,0.0,0.6727272727272727,0.5425033467202143,0.6058823529411764,0.6645098673568424,0.5428571428571428,0.7039954980303883,0.15,0.22037037037037036,0.1111111111111111,0
49,0.26859504132231404,0.06862745098039216,0,0,0.0,0.7272727272727273,0.6815595716198125,0.6470588235294118,0.6334519572953736,0.4685714285714286,0.38773213280810354,0.15,0.4296296296296296,0.1111111111111111,0
23,0.32231404958677684,1.0,0,0,0.0,0.6787878787878788,0.3450468540829987,0.6294117647058823,0.777741831122614,0.4742857142857143,0.31176139561057964,0.2,0.37037037037037035,0.1111111111111111,0
22,0.24793388429752067,0.0,0,0,0.0,0.6181818181818182,0.5928714859437751,0.5647058823529412,0.896797153024911,0.41714285714285715,0.5115362971299944,0.4,0.5055555555555555,0.1111111111111111,0
5,0.39669421487603307,1.0,1,0,0.0,0.793939393939394,0.6559571619812584,0.8,0.7185376900679392,0.5485714285714286,0.3978615644344401,0.2,0.34074074074074073,0.0,0
11,0.256198347107438,0.06862745098039216,0,0,0.0,0.5757575757575758,0.32011378848728245,0.3941176470588235,0.5807182141701714,0.5485714285714286,0.5762521102982555,0.4,0.5555555555555555,0.0,0
46,0.3140495867768595,0.0,0,1,0.6923076923076923,0.5333333333333333,0.4897925033467202,0.6588235294117647,0.44451633775477195,0.6571428571428571,0.6578503095104108,0.2,0.5907407407407407,0.2222222222222222,0
43,0.2975206611570248,0.0,0,0,0.0,0.5878787878787879,0.5555555555555556,0.5235294117647059,0.2662568747978001,0.48,0.6156443444006753,0.65,0.8092592592592592,0.1111111111111111,0
46,0.4297520661157025,1.0,0,0,0.0,0.5636363636363636,0.4770749665327979,0.6058823529411764,0.6438045939825299,0.6914285714285714,0.42993809791783905,0.25,0.34444444444444444,0.3333333333333333,0
37,0.6528925619834711,0.0,0,0,0.0,0.6242424242424243,0.5123828647925034,0.8705882352941177,0.5318667098026529,0.6228571428571429,0.6359032076533484,0.25,0.6703703703703704,0.0,0
32,0.33884297520661155,1.0,0,0,0.0,0.4909090909090909,0.36864123159303885,0.6882352941176471,0.5215140731154966,0.6742857142857143,0.5548677546426561,0.2,0.4907407407407407,0.2222222222222222,0
41,0.38016528925619836,1.0,0,0,0.0,0.6545454545454545,0.6131191432396252,0.4117647058823529,0.6350695567777418,0.7657142857142857,0.36465953854811484,0.2,0.6592592592592592,0.0,0
20,0.43388429752066116,0.0,0,1,0.4230769230769231,0.503030303030303,0.6218206157965194,0.4117647058823529,0.671950824975736,0.5657142857142857,0.3353967360720315,0.3,0.4555555555555555,0.1111111111111111,0
44,0.40082644628099173,0.06862745098039216,0,0,0.0,0.3939393939393939,0.6027443105756359,0.5588235294117647,0.6175994823681656,0.46285714285714286,0.590320765334834,0.15,0.4944444444444444,0.2222222222222222,0
31,0.6694214876033058,0.06862745098039216,0,0,0.0,0.5757575757575758,0.23326639892904952,0.6058823529411764,0.34422516984794566,0.6114285714285714,0.43387732132808104,0.2,0.4,0.1111111111111111,0
19,0.6942148760330579,0.0,0,1,0.4230769230769231,0.6242424242424243,0.42419678714859443,0.5352941176470588,0.569718537690068,0.5257142857142857,0.6719189645469893,0.35,0.5703703703703703,0.2222222222222222,0
33,0.45454545454545453,0.06862745098039216,0,0,0.0,0.3393939393939394,0.8664658634538153,0.5941176470588235,0.4335166612746684,0.6628571428571428,0.47664603263927974,0.05,0.6203703703703703,0.1111111111111111,1
42,0.6694214876033058,1.0,0,0,0.0,0.7151515151515152,0.7899933065595717,0.5352941176470588,0.3170494985441605,0.5142857142857142,0.43106359032076536,0.4,0.5203703703703704,0.0,0
21,0.23140495867768596,1.0,0,0,0.0,0.6,0.44143239625167335,0.5764705882352941,0.5888062115820123,0.3657142857142857,0.610579628587507,0.35,0.3759259259259259,0.1111111111111111,0
1,0.4793388429752066,0.06862745098039216,0,0,0.0,0.45454545454545453,0.5647590361445783,0.5411764705882353,0.4943384018117114,0.68,0.5925717501406865,0.3,0.5296296296296296,0.0,0
18,0.34710743801652894,0.0,0,0,0.0,0.34545454545454546,0.5948795180722891,0.6529411764705882,0.3044322225816888,0.6457142857142857,0.28700056274620145,0.2,0.6407407407407407,0.1111111111111111,0
1,0.5413223140495868,0.06862745098039216,0,0,0.0,0.6303030303030303,0.5689424364123159,0.5941176470588235,0.41151730831446137,0.6285714285714286,0.34721440630275746,0.1,0.9444444444444443,0.1111111111111111,0
9,0.78099173553719,0.06862745098039216,0,0,0.0,0.5757575757575758,0.5578982597054887,0.5176470588235295,0.6279521190553219,0.5428571428571428,0.6167698368036016,0.15,0.3796296296296296,0.3333333333333333,0
9,0.15702479338842976,1.0,0,0,0.0,0.6,0.3458835341365462,0.5823529411764706,0.7360077644775154,0.5028571428571429,0.25267304445694994,0.1,0.3555555555555555,0.1111111111111111,0
40,0.34297520661157027,0.06862745098039216,0,0,0.0,0.8,0.5806559571619814,0.6882352941176471,0.4519572953736655,0.7028571428571428,0.4181204276871131,0.0,0.0,0.1111111111111111,0
13,0.2892561983471074,0.06862745098039216,0,0,0.0,0.6909090909090909,0.603413654618474,0.5352941176470588,0.6486573924296345,0.7714285714285715,0.526167698368036,0.25,0.5648148148148148,0.4444444444444444,0
50,0.4669421487603306,0.06862745098039216,0,0,0.0,0.5212121212121212,0.5071954484605087,0.5823529411764706,0.4852798447104497,0.4742857142857143,0.473832301631964,0.1,0.6907407407407407,0.1111111111111111,0
29,0.5537190082644629,0.06862745098039216,0,0,0.0,0.5575757575757576,0.517235609103079,0.37058823529411766,0.43901649951472016,0.44571428571428573,0.5886325267304446,0.3,0.35,0.0,0
5,0.38016528925619836,0.06862745098039216,0,0,0.0,0.6303030303030303,0.3430388219544846,0.5588235294117647,0.5651892591394371,0.6114285714285714,0.4620146314012381,0.3,0.4796296296296296,0.2222222222222222,0
45,0.3347107438016529,0.06862745098039216,0,0,0.0,0.6787878787878788,0.4904618473895582,0.5235294117647059,0.3620187641539955,0.44571428571428573,0.46314012380416436,0.45,0.4407407407407407,0.1111111111111111,0
49,0.2603305785123967,0.06862745098039216,0,0,0.0,0.6666666666666666,0.4568273092369478,0.5705882352941176,0.47266256874797796,0.32,0.2661789532920653,0.1,0.36481481481481476,0.0,0
3,0.30991735537190085,0.0,0,1,0.23076923076923078,0.6060606060606061,0.2799531459170014,0.7,0.5156907149789712,0.38857142857142857,0.4485087225661227,0.15,0.7555555555555555,0.1111111111111111,0
16,0.45867768595041325,0.06862745098039216,0,0,0.0,0.7636363636363637,0.3100736278447122,0.6235294117647059,0.5849239728243286,0.5257142857142857,0.5272931907709623,0.15,0.3944444444444444,0.1111111111111111,0
31,0.4628099173553719,0.0,1,0,0.0,0.593939393939394,0.34822623828647925,0.6823529411764706,0.6153348430928502,0.8457142857142858,0.6775464265616207,0.25,0.5796296296296296,0.3333333333333333,0
41,0.5619834710743802,0.06862745098039216,0,0,0.0,0.7212121212121212,0.411144578313253,0.5235294117647059,0.4600452927855063,0.4342857142857143,0.4434440067529544,0.2,0.3055555555555555,0.5555555555555556,1
28,0.5247933884297521,0.0,0,0,0.0,0.5272727272727272,0.2916666666666667,0.5705882352941176,0.4872209640892915,0.68,0.5723128868880135,0.25,0.4351851851851852,0.1111111111111111,0
40,0.34297520661157027,0.06862745098039216,0,0,0.0,0.7212121212121212,0.7797858099062919,0.7235294117647059,0.39631187318020056,0.5714285714285714,0.6792346651660102,0.25,0.4944444444444444,0.2222222222222222,0
13,0.5743801652892562,1.0,0,0,0.0,0.49696969696969695,0.5493641231593038,0.6294117647058823,0.7159495308961501,0.5314285714285715,0.6111423747889702,0.25,0.6648148148148147,0.2222222222222222,0
43,0.43388429752066116,0.06862745098039216,0,0,0.0,0.5818181818181818,0.5200803212851406,0.5470588235294118,0.5325137495956002,0.6457142857142857,0.5559932470455825,0.1,0.3851851851851852,0.2222222222222222,0
41,0.6818181818181818,1.0,0,1,0.6153846153846154,0.5212121212121212,0.42218875502008035,0.7,0.469103849886768,0.7085714285714285,0.5104108047270681,0.6,0.5648148148148148,0.1111111111111111,0
42,0.5619834710743802,0.0,0,0,0.0,0.6484848484848484,0.21569611780455156,0.5764705882352941,0.7065674538984148,0.6742857142857143,0.5177265053460889,0.15,0.5259259259259259,0.2222222222222222,0
42,0.6611570247933884,0.06862745098039216,0,0,0.0,0.5454545454545454,0.5632530120481928,0.6,0.5124555160142349,0.5142857142857142,0.5548677546426561,0.1,0.46481481481481474,0.1111111111111111,0
8,0.49173553719008267,0.06862745098039216,0,0,0.0,0.5757575757575758,0.7202141900937081,0.5058823529411764,0.5797476544807506,0.46285714285714286,0.6432189082723692,0.2,0.47592592592592586,0.5555555555555556,0
42,0.768595041322314,1.0,0,1,0.4807692307692308,0.3878787878787879,0.5686077643908969,0.6470588235294118,0.3701067615658363,0.44571428571428573,0.5329206527855938,0.3,0.5851851851851851,0.3333333333333333,0
37,0.41735537190082644,0.06862745098039216,0,1,0.4807692307692308,0.6363636363636364,0.5334672021419009,0.5176470588235295,0.7489485603364606,0.52,0.5481148002250985,0.1,0.5851851851851851,0.2222222222222222,0
12,0.3347107438016529,0.0,0,0,0.0,0.6727272727272727,0.5222556894243642,0.5176470588235295,0.8346813329019734,0.6571428571428571,0.4805852560495216,0.3,0.5148148148148147,0.0,0
22,0.4090909090909091,1.0,0,1,0.40384615384615385,0.5757575757575758,0.24497991967871488,0.7411764705882353,0.5221611129084439,0.6457142857142857,0.509848058525605,0.2,0.5851851851851851,0.0,0
2,0.18181818181818182,0.0,0,0,0.0,0.503030303030303,0.3607764390896921,0.5882352941176471,0.43384018117114204,0.5542857142857143,0.4006752954417558,0.2,0.55,0.3333333333333333,0
42,0.4669421487603306,0.06862745098039216,0,0,0.0,0.5757575757575758,0.3080655957161981,0.611764705882353,0.462956971853769,0.6228571428571429,0.38773213280810354,0.1,0.4555555555555555,0.1111111111111111,0
49,0.17355371900826447,0.0,1,0,0.0,0.5575757575757576,0.4566599732262383,0.711764705882353,0.6483338725331608,0.5428571428571428,0.2830613393359595,0.25,0.6907407407407407,0.1111111111111111,1
14,0.4214876033057851,0.0,0,0,0.0,0.4909090909090909,0.4190093708165997,0.5176470588235295,0.4354577806535102,0.5885714285714285,0.49071468767585824,0.15,0.55,0.2222222222222222,0
8,0.23140495867768596,1.0,0,0,0.0,0.5515151515151515,0.46971218206157966,0.32941176470588235,0.662245228081527,0.5714285714285714,0.7017445132245358,0.15,0.47592592592592586,0.2222222222222222,0
27,0.21074380165289255,0.0,0,1,0.5961538461538461,0.5333333333333333,0.3475568942436412,0.5882352941176471,0.38240051763183436,0.8057142857142857,0.35959482273494653,0.5,0.28518518518518515,0.3333333333333333,0
12,0.30165289256198347,0.0,0,0,0.0,0.6181818181818182,0.444611780455154,0.6941176470588235,0.7508896797153025,0.6457142857142857,0.5464265616207091,0.2,0.45,0.3333333333333333,0
1,0.30165289256198347,0.0,0,1,0.8846153846153846,0.6606060606060606,0.7899933065595717,0.6705882352941176,0.742478162406988,0.4685714285714286,0.4186831738885763,0.1,0.5203703703703704,0.1111111111111111,0
11,0.16115702479338842,0.06862745098039216,1,1,0.40384615384615385,0.7090909090909091,0.41934404283801874,0.6470588235294118,0.7227434487220964,0.5542857142857143,0.5115362971299944,0.25,0.5444444444444444,0.0,0
38,0.33884297520661155,0.06862745098039216,0,0,0.0,0.6848484848484848,0.6497657295850067,0.6058823529411764,0.4490456163054028,0.6514285714285715,0.6280247608328644,0.3,0.39074074074074067,0.1111111111111111,0
39,0.41735537190082644,1.0,0,0,0.0,0.806060606060606,0.5251004016064257,0.5529411764705883,0.45875121319961176,0.6,0.570061902082161,0.4,0.34074074074074073,0.1111111111111111,0
18,0.3760330578512397,1.0,0,0,0.0,0.5393939393939394,0.2491633199464525,0.7823529411764706,0.4739566483338725,0.5028571428571429,0.3882948790095667,0.2,0.4,0.1111111111111111,0
7,0.32231404958677684,0.0,0,1,0.4807692307692308,0.5757575757575758,0.6229919678714859,0.5588235294117647,0.6651569071497897,0.5828571428571429,0.5149127743387732,0.25,0.2796296296296296,0.4444444444444444,0
42,0.45041322314049587,1.0,0,0,0.0,0.6060606060606061,0.62834672021419,0.4470588235294118,0.7690067939178259,0.6114285714285714,0.6072031513787282,0.45,0.6759259259259258,0.1111111111111111,0
1,0.2809917355371901,0.0,0,1,0.5192307692307693,0.6303030303030303,0.5359772423025435,0.7529411764705882,0.8815917178906503,0.6857142857142857,0.40967923466516604,0.35,0.48518518518518516,0.1111111111111111,0
15,0.22727272727272727,1.0,0,0,0.0,0.503030303030303,0.7248995983935743,0.5764705882352941,0.533484309285021,0.6742857142857143,0.4715813168261115,0.1,0.6759259259259258,0.4444444444444444,0
44,0.5454545454545454,1.0,0,0,0.0,0.5212121212121212,0.9626840696117805,0.5705882352941176,0.6450986735684245,0.7942857142857143,0.670793472144063,0.2,0.7407407407407407,0.3333333333333333,1
9,0.48760330578512395,0.06862745098039216,0,1,0.7115384615384616,0.4909090909090909,0.4784136546184739,0.6176470588235294,0.7790359107085085,0.7771428571428571,0.6173325830050648,0.15,0.5351851851851852,0.1111111111111111,0
45,0.5371900826446281,0.06862745098039216,0,0,0.0,0.6909090909090909,0.4071285140562249,0.7,0.3798123584600453,0.5714285714285714,0.5047833427124367,0.15,0.4444444444444444,0.3333333333333333,0
6,0.24380165289256198,0.06862745098039216,0,1,0.38461538461538464,0.6848484848484848,0.33651271753681394,0.5705882352941176,0.6978324166936266,0.44571428571428573,0.43781654473832304,0.2,0.4703703703703703,0.1111111111111111,0
27,0.4834710743801653,0.06862745098039216,0,0,0.0,0.696969696969697,0.7297523427041499,0.4647058823529412,0.3720478809446781,0.7485714285714286,0.5272931907709623,0.25,0.3759259259259259,0.0,0
38,0.3760330578512397,1.0,0,0,0.0,0.6727272727272727,0.5287817938420348,0.5470588235294118,0.5962471692009058,0.3314285714285714,0.5852560495216658,0.1,0.4259259259259259,0.1111111111111111,0
22,0.21074380165289255,1.0,0,0,0.0,0.6060606060606061,0.6229919678714859,0.6470588235294118,0.40957618893561953,0.7371428571428571,0.3843556555993247,0.4,0.5944444444444444,0.3333333333333333,0
27,0.5537190082644629,1.0,0,1,0.34615384615384615,0.5454545454545454,0.5123828647925034,0.38235294117647056,0.41928178582982856,0.4857142857142857,0.6539110861001688,0.45,0.6351851851851852,0.1111111111111111,0
10,0.4380165289256198,0.0,0,0,0.0,0.7212121212121212,0.32680722891566266,0.5352941176470588,0.6590100291167907,0.64,0.4186831738885763,0.25,0.6296296296296295,0.2222222222222222,0
38,0.45041322314049587,1.0,0,0,0.0,0.5878787878787879,0.45113788487282463,0.7235294117647059,0.5619540601747007,0.7028571428571428,0.4620146314012381,0.15,0.5648148148148148,0.2222222222222222,0
8,0.4462809917355372,0.06862745098039216,1,1,0.6923076923076923,0.8909090909090909,0.6946117804551539,0.38235294117647056,0.5490132643157554,0.6228571428571429,0.3657850309510411,0.15,0.7703703703703704,0.2222222222222222,1
34,0.3677685950413223,0.06862745098039216,0,0,0.0,0.3515151515151515,0.5120481927710844,0.5176470588235295,0.6308637981235846,0.6285714285714286,0.4108047270680923,0.45,0.6592592592592592,0.1111111111111111,0
19,0.4793388429752066,0.0,0,0,0.0,0.6666666666666666,0.6832329317269076,0.38235294117647056,0.5166612746683922,0.5828571428571429,0.3866066404051773,0.95,0.35,0.3333333333333333,0
26,0.23140495867768596,0.06862745098039216,0,0,0.0,0.7272727272727273,0.6668340026773762,0.7058823529411765,0.4270462633451957,0.5885714285714285,0.33033202025886327,0.2,0.4703703703703703,0.1111111111111111,0
29,0.47107438016528924,0.06862745098039216,0,0,0.0,0.6303030303030303,0.3852074966532798,0.5352941176470588,0.38175347783888713,0.5257142857142857,0.5278559369724255,0.15,0.27037037037037037,0.1111111111111111,0
21,0.2975206611570248,0.0,0,0,0.0,0.6787878787878788,0.7749330655957163,0.5352941176470588,0.6936266580394694,0.64,0.646595385481148,0.25,0.5444444444444444,0.1111111111111111,1
31,0.5206611570247934,1.0,0,0,0.0,0.5757575757575758,0.7478246318607764,0.7411764705882353,0.4836622452280815,0.5771428571428572,0.5115362971299944,0.25,0.3759259259259259,0.1111111111111111,0
8,0.32231404958677684,0.06862745098039216,0,0,0.0,0.7515151515151515,0.1897590361445783,0.5352941176470588,0.5609835004852798,0.6285714285714286,0.6449071468767587,0.1,0.7555555555555555,0.1111111111111111,0
46,0.1322314049586777,0.0,0,1,0.6346153846153846,0.6666666666666666,0.6298527443105757,0.5058823529411764,0.7593011970236169,0.5828571428571429,0.5644344400675295,0.2,0.5055555555555555,0.1111111111111111,0
27,0.45041322314049587,0.06862745098039216,1,0,0.0,0.6,0.38437081659973227,0.7235294117647059,0.6250404399870592,0.6285714285714286,0.445694991558807,0.2,0.6592592592592592,0.1111111111111111,1
6,0.5454545454545454,0.0,0,0,0.0,0.43636363636363634,0.6850736278447122,0.36470588235294116,0.5574247816240699,0.4342857142857143,0.5391108610016883,0.25,0.3851851851851852,0.1111111111111111,0
30,0.5950413223140496,0.06862745098039216,0,0,0.0,0.6121212121212121,0.48510709504685406,0.6588235294117647,0.5677774183112262,0.6057142857142858,0.4918401800787845,0.05,0.4907407407407407,0.3333333333333333,0
17,0.19008264462809918,0.06862745098039216,0,1,0.7692307692307693,0.5454545454545454,0.4503012048192771,0.4176470588235294,0.5862180524102233,0.7542857142857143,0.31176139561057964,0.1,0.7,0.2222222222222222,0
5,0.21487603305785125,1.0,0,1,0.46153846153846156,0.5272727272727272,0.5737951807228916,0.5705882352941176,0.6920090585571013,0.5428571428571428,0.7529544175576816,0.25,0.3944444444444444,0.0,0
30,0.6074380165289256,1.0,0,0,0.0,0.6181818181818182,0.4802543507362784,0.7352941176470589,0.6823034616628922,0.5485714285714286,0.634777715250422,0.2,0.5296296296296296,0.1111111111111111,0
19,0.29338842975206614,0.06862745098039216,0,0,0.0,0.593939393939394,0.4036144578313253,0.37058823529411766,0.5173083144613394,0.28,0.2915025323579066,0.25,0.6,0.2222222222222222,0
